1,1,726.56,254.84,176.9000000000001,420.62,1,1,1.0
1,2,339.34,304.33,100.21000000000004,338.96999999999997,1,1,1.0
1,3,427.17,294.43,110.10999999999996,351.34,1,1,1.0
1,4,554.6,345.15,71.75,199.18000000000006,1,1,1.0
1,5,169.85,324.12,70.52000000000001,243.71000000000004,1,1,1.0
1,6,1.61,393.4,115.05,171.96000000000004,1,1,1.0
1,7,882.43,364.7,49.49000000000001,201.65000000000003,1,1,1.0
1,8,931.92,394.39,50.72000000000003,138.56000000000006,1,1,1.0
1,9,528.62,380.78,30.92999999999995,157.12,1,1,1.0
1,10,925.73,394.39,258.55999999999995,128.65999999999997,1,2,1.0
1,11,6.56,380.78,175.67,108.87,1,2,1.0
1,12,877.48,458.72,153.41000000000008,80.40999999999997,1,4,1.0
1,13,299.24,329.05,64.32999999999998,262.27000000000004,1,1,1.0
2,1,728.41,254.84,176.91000000000008,420.62,1,1,1.0
2,2,336.86,304.02,102.38,339.28,1,1,1.0
2,3,426.29,294.43,110.09999999999997,351.34,1,1,1.0
2,4,558.31,345.77,71.75,199.18000000000006,1,1,1.0
2,5,169.11,324.12,71.25999999999999,243.71000000000004,1,1,1.0
2,6,1.62,393.4,115.03999999999999,171.96000000000004,1,1,1.0
2,7,882.43,364.7,51.030000000000086,201.65000000000003,1,1,1.0
2,8,923.88,394.39,50.72000000000003,138.56000000000006,1,1,1.0
2,9,528.62,380.78,31.860000000000014,157.12,1,1,1.0
2,10,936.27,393.15,265.96000000000004,128.68000000000006,1,2,1.0
2,11,6.85,380.49,175.67000000000002,108.86000000000001,1,2,1.0
2,12,865.73,458.1,153.39999999999998,80.41999999999996,1,4,1.0
2,13,301.72,329.05,61.849999999999966,262.27000000000004,1,1,1.0
3,1,730.27,254.84,176.89999999999998,420.62,1,1,1.0
3,2,334.38,303.71,104.55000000000001,339.59,1,1,1.0
3,3,425.41,294.43,110.09999999999997,351.34,1,1,1.0
3,4,562.02,346.39,71.75,199.18000000000006,1,1,1.0
3,5,168.36,324.12,72.00999999999999,243.71000000000004,1,1,1.0
3,6,1.62,393.4,115.03999999999999,171.96000000000004,1,1,1.0
3,7,882.43,364.7,52.58000000000004,201.65000000000003,1,1,1.0
3,8,915.83,394.39,50.729999999999905,138.56000000000006,1,1,1.0
3,9,528.62,380.78,32.789999999999964,157.12,1,1,1.0
3,10,946.8,391.92,273.3700000000001,128.68,1,2,1.0
3,11,7.15,380.19,175.67,108.87,1,2,1.0
3,12,853.98,457.48,153.39999999999998,80.41999999999996,1,4,1.0
3,13,304.2,329.05,59.370000000000005,262.27000000000004,1,1,1.0
4,1,730.27,252.4,179.33000000000004,423.06000000000006,1,1,1.0
4,2,331.89,303.41,106.73000000000002,339.88999999999993,1,1,1.0
4,3,424.52,294.43,110.11000000000001,351.34,1,1,1.0
4,4,562.02,346.39,75.48000000000002,201.61,1,1,1.0
4,5,167.62,324.12,72.75,243.71000000000004,1,1,1.0
4,6,1.63,393.4,115.03,171.96000000000004,1,1,1.0
4,7,882.43,364.7,54.120000000000005,201.65000000000003,1,1,1.0
4,9,528.62,380.78,33.72000000000003,157.12,1,1,1.0
4,10,956.7,390.68,273.3599999999999,128.68,1,2,1.0
4,11,7.44,379.89,175.67000000000002,108.87,1,2,1.0
4,12,841.61,457.48,153.39999999999998,80.41999999999996,1,4,1.0
4,13,304.2,329.05,51.900000000000034,262.27000000000004,1,1,1.0
5,1,732.75,252.4,175.0,423.06000000000006,1,1,1.0
5,2,329.41,303.1,108.89999999999998,340.19999999999993,1,1,1.0
5,3,423.64,294.43,110.10000000000002,351.34,1,1,1.0
5,4,562.51,347.13,75.48000000000002,201.61,1,1,1.0
5,5,166.87,324.12,73.5,243.71000000000004,1,1,1.0
5,6,1.64,393.4,115.02,171.96000000000004,1,1,1.0
5,7,882.43,364.7,55.67000000000007,201.65000000000003,1,1,1.0
5,9,528.62,380.78,34.64999999999998,157.12,1,1,1.0
5,10,971.54,390.68,273.3700000000001,128.68,1,2,1.0
5,11,7.74,379.6,175.67,108.85999999999996,1,2,1.0
5,12,836.66,457.48,153.39999999999998,80.41999999999996,1,4,1.0
6,1,735.23,252.4,170.66999999999996,423.06000000000006,1,1,1.0
